EPOCH: 256
Training: [256 / 0], d_loss: -368.087097, g_loss: 183.823563, elapsed time: 40.606094 seconds
Training: [585 / 11], d_loss: -352.861450, g_loss: 182.234558, elapsed time: 34.154973 seconds
Training: [585 / 12], d_loss: -334.813599, g_loss: 156.371918, elapsed time: 34.597892 seconds
Training: [585 / 13], d_loss: -135.810898, g_loss: 149.056015, elapsed time: 34.617994 seconds
EPOCH: 586
Training: [586 / 0], d_loss: -157.051361, g_loss: 6.016956, elapsed time: 34.164159 seconds
Training: [586 / 1], d_loss: -349.278748, g_loss: 181.212738, elapsed time: 34.082146 seconds
Training: [586 / 2], d_loss: -351.049927, g_loss: 181.260559, elapsed time: 33.975073 seconds
Training: [586 / 3], d_loss: -345.731812, g_loss: 173.717773, elapsed time: 34.028050 seconds
Training: [586 / 4], d_loss: -140.136688, g_loss: 155.107758, elapsed time: 33.946049 seconds
Training: [586 / 5], d_loss: -323.912476, g_loss: 176.891983, elapsed time: 34.216566 seconds
Training: [586 / 6], d_loss: -345.788208, g_loss: 179.329559, elapsed time: 34.046350 seconds
Training: [586 / 7], d_loss: -343.150879, g_loss: 177.764435, elapsed time: 34.055406 seconds
Training: [586 / 8], d_loss: -314.131470, g_loss: 163.075836, elapsed time: 34.042489 seconds
Training: [586 / 9], d_loss: -171.414932, g_loss: 168.334686, elapsed time: 33.974805 seconds
Training: [586 / 10], d_loss: -265.178192, g_loss: 129.803604, elapsed time: 34.200445 seconds
Training: [586 / 11], d_loss: -150.246429, g_loss: 126.397385, elapsed time: 34.380850 seconds
Training: [586 / 12], d_loss: -270.384186, g_loss: 172.394073, elapsed time: 34.198758 seconds
Training: [586 / 13], d_loss: -357.280182, g_loss: 185.609909, elapsed time: 34.282044 seconds
EPOCH: 587
Training: [587 / 0], d_loss: -355.752625, g_loss: 181.310059, elapsed time: 34.279604 seconds
Training: [587 / 1], d_loss: -349.715424, g_loss: 181.502747, elapsed time: 34.330390 seconds
Training: [587 / 2], d_loss: -64.955917, g_loss: 108.907608, elapsed time: 34.101721 seconds
Training: [587 / 3], d_loss: -323.151642, g_loss: 183.996460, elapsed time: 34.401687 seconds
Training: [587 / 4], d_loss: -227.599731, g_loss: 73.337753, elapsed time: 34.112490 seconds
Training: [587 / 5], d_loss: -234.226196, g_loss: 169.703629, elapsed time: 34.234420 seconds
Training: [587 / 6], d_loss: -356.500549, g_loss: 185.421158, elapsed time: 34.358320 seconds
Training: [587 / 7], d_loss: -362.065674, g_loss: 185.183929, elapsed time: 34.143020 seconds
Training: [587 / 8], d_loss: -347.601257, g_loss: 177.912979, elapsed time: 34.218564 seconds
Training: [587 / 9], d_loss: -101.681839, g_loss: 156.417908, elapsed time: 34.028331 seconds
Training: [587 / 10], d_loss: -220.449280, g_loss: 97.759827, elapsed time: 34.114605 seconds
Training: [587 / 11], d_loss: -346.506165, g_loss: 182.630783, elapsed time: 34.064445 seconds
Training: [587 / 12], d_loss: -358.084198, g_loss: 182.182312, elapsed time: 34.184262 seconds
Training: [587 / 13], d_loss: -345.597687, g_loss: 178.576035, elapsed time: 34.138819 seconds
EPOCH: 588
Training: [588 / 0], d_loss: -348.273499, g_loss: 176.609253, elapsed time: 34.363729 seconds
Training: [588 / 1], d_loss: -300.766998, g_loss: 178.203522, elapsed time: 34.051764 seconds
Training: [588 / 2], d_loss: -228.291779, g_loss: -98.056427, elapsed time: 34.203340 seconds
Training: [588 / 3], d_loss: -235.141556, g_loss: 169.612457, elapsed time: 34.254719 seconds
Training: [588 / 4], d_loss: -299.573944, g_loss: 174.508118, elapsed time: 34.332542 seconds
Training: [588 / 5], d_loss: -348.877838, g_loss: 185.971405, elapsed time: 34.252851 seconds
Training: [588 / 6], d_loss: -353.889771, g_loss: 178.637100, elapsed time: 34.158355 seconds
Training: [588 / 7], d_loss: -267.579926, g_loss: 180.442444, elapsed time: 34.247019 seconds
Training: [588 / 8], d_loss: -209.770493, g_loss: -5.014911, elapsed time: 34.476979 seconds
Training: [588 / 9], d_loss: -354.105469, g_loss: 184.595001, elapsed time: 34.360978 seconds
Training: [588 / 10], d_loss: -344.611816, g_loss: 177.078949, elapsed time: 34.389385 seconds
Training: [588 / 11], d_loss: -318.213928, g_loss: 181.760620, elapsed time: 34.263968 seconds
Training: [588 / 12], d_loss: -235.770569, g_loss: 92.466202, elapsed time: 34.538834 seconds
Training: [588 / 13], d_loss: -344.243042, g_loss: 183.315765, elapsed time: 34.325423 seconds
EPOCH: 589
Training: [589 / 0], d_loss: -358.189545, g_loss: 184.459778, elapsed time: 34.504743 seconds
Training: [589 / 1], d_loss: -345.661804, g_loss: 181.274796, elapsed time: 34.373220 seconds
Training: [589 / 2], d_loss: -351.269958, g_loss: 174.096466, elapsed time: 34.192242 seconds
Training: [589 / 3], d_loss: -40.062881, g_loss: 89.187004, elapsed time: 34.059244 seconds
Training: [589 / 4], d_loss: -298.291290, g_loss: 176.697372, elapsed time: 33.992149 seconds
Training: [589 / 5], d_loss: -232.790039, g_loss: 54.685120, elapsed time: 34.142538 seconds
Training: [589 / 6], d_loss: -316.172180, g_loss: 179.353500, elapsed time: 34.064422 seconds
Training: [589 / 7], d_loss: -357.149628, g_loss: 185.080063, elapsed time: 33.907245 seconds
Training: [589 / 8], d_loss: -350.699707, g_loss: 180.528870, elapsed time: 34.041498 seconds
Training: [589 / 9], d_loss: -345.357147, g_loss: 174.827301, elapsed time: 33.964183 seconds
Training: [589 / 10], d_loss: -112.136482, g_loss: 151.035095, elapsed time: 33.947728 seconds
Training: [589 / 11], d_loss: -296.886383, g_loss: 180.041824, elapsed time: 34.015431 seconds
Training: [589 / 12], d_loss: -204.824524, g_loss: 168.988800, elapsed time: 33.984506 seconds
Training: [589 / 13], d_loss: -266.000854, g_loss: 101.999908, elapsed time: 33.936282 seconds
EPOCH: 590
Training: [590 / 0], d_loss: -348.598694, g_loss: 182.663177, elapsed time: 33.978514 seconds
Training: [590 / 1], d_loss: -357.805054, g_loss: 183.600677, elapsed time: 33.987439 seconds
Training: [590 / 2], d_loss: -353.757812, g_loss: 182.667679, elapsed time: 33.978992 seconds
Training: [590 / 3], d_loss: -346.289459, g_loss: 177.955017, elapsed time: 33.952069 seconds
Training: [590 / 4], d_loss: -301.397705, g_loss: 180.039551, elapsed time: 33.974334 seconds
Training: [590 / 5], d_loss: -261.818756, g_loss: 174.999481, elapsed time: 33.987651 seconds
Training: [590 / 6], d_loss: -72.106857, g_loss: 112.481216, elapsed time: 33.967930 seconds
Training: [590 / 7], d_loss: -323.432220, g_loss: 181.766144, elapsed time: 33.872020 seconds
Training: [590 / 8], d_loss: -356.615112, g_loss: 183.011139, elapsed time: 33.958081 seconds
Training: [590 / 9], d_loss: -353.608887, g_loss: 181.388092, elapsed time: 33.914868 seconds
Training: [590 / 10], d_loss: -325.669708, g_loss: 148.728363, elapsed time: 33.915795 seconds
Training: [590 / 11], d_loss: -331.200500, g_loss: 184.999847, elapsed time: 33.935653 seconds
Training: [590 / 12], d_loss: -278.620331, g_loss: -21.561081, elapsed time: 33.985380 seconds
Training: [590 / 13], d_loss: -348.488037, g_loss: 184.877213, elapsed time: 34.079899 seconds
EPOCH: 591
Training: [591 / 0], d_loss: -343.269470, g_loss: 183.023834, elapsed time: 33.992309 seconds
Training: [591 / 1], d_loss: -350.768494, g_loss: 176.453659, elapsed time: 34.004722 seconds
Training: [591 / 2], d_loss: -348.597443, g_loss: 155.592667, elapsed time: 34.002619 seconds
Training: [591 / 3], d_loss: -233.095383, g_loss: 52.862263, elapsed time: 34.106491 seconds
Training: [591 / 4], d_loss: -273.661652, g_loss: 1.583046, elapsed time: 34.017171 seconds
Training: [591 / 5], d_loss: -340.566010, g_loss: 180.991089, elapsed time: 34.087508 seconds
Training: [591 / 6], d_loss: -350.772064, g_loss: 182.356506, elapsed time: 33.946048 seconds
Training: [591 / 7], d_loss: -342.748413, g_loss: 177.451843, elapsed time: 33.949967 seconds
Training: [591 / 8], d_loss: -351.984344, g_loss: 180.379135, elapsed time: 34.056798 seconds
Training: [591 / 9], d_loss: -343.400482, g_loss: 178.059906, elapsed time: 33.985720 seconds
Training: [591 / 10], d_loss: -11.235962, g_loss: 165.215881, elapsed time: 33.937385 seconds
Training: [591 / 11], d_loss: -139.677856, g_loss: -79.042404, elapsed time: 34.013595 seconds
Training: [591 / 12], d_loss: -60.252853, g_loss: 146.278931, elapsed time: 34.030051 seconds
Training: [591 / 13], d_loss: -61.255585, g_loss: 149.023529, elapsed time: 34.010194 seconds
EPOCH: 592
Training: [592 / 0], d_loss: -279.046783, g_loss: -107.484871, elapsed time: 33.916939 seconds
Training: [592 / 1], d_loss: -217.882690, g_loss: -11.249773, elapsed time: 33.983227 seconds
Training: [592 / 2], d_loss: -319.883911, g_loss: 183.581909, elapsed time: 33.916163 seconds
Training: [592 / 3], d_loss: -358.543243, g_loss: 185.732285, elapsed time: 34.013924 seconds
Training: [592 / 4], d_loss: -357.994537, g_loss: 183.913620, elapsed time: 34.160758 seconds
Training: [592 / 5], d_loss: -356.289551, g_loss: 182.002823, elapsed time: 34.131773 seconds
Training: [592 / 6], d_loss: -355.063843, g_loss: 177.807465, elapsed time: 34.073124 seconds
Training: [592 / 7], d_loss: -189.486603, g_loss: 179.337433, elapsed time: 34.104229 seconds
Training: [592 / 8], d_loss: -215.240143, g_loss: 18.557058, elapsed time: 34.240945 seconds
Training: [592 / 9], d_loss: -193.474380, g_loss: 175.637909, elapsed time: 33.978368 seconds
Training: [592 / 10], d_loss: -331.549591, g_loss: 175.683609, elapsed time: 34.014151 seconds
Training: [592 / 11], d_loss: -359.039917, g_loss: 184.914612, elapsed time: 33.956135 seconds
Training: [592 / 12], d_loss: -348.780914, g_loss: 180.351624, elapsed time: 33.951170 seconds
Training: [592 / 13], d_loss: -354.795105, g_loss: 183.062576, elapsed time: 34.016106 seconds
EPOCH: 593
Training: [593 / 0], d_loss: -348.219971, g_loss: 177.029099, elapsed time: 33.957819 seconds
Training: [593 / 1], d_loss: -79.466019, g_loss: 161.001678, elapsed time: 33.954829 seconds
Training: [593 / 2], d_loss: -330.192139, g_loss: 137.957520, elapsed time: 33.981681 seconds
Training: [593 / 3], d_loss: -320.103821, g_loss: 183.473236, elapsed time: 34.040537 seconds
Training: [593 / 4], d_loss: -235.865112, g_loss: -14.679399, elapsed time: 33.954837 seconds
Training: [593 / 5], d_loss: -216.583542, g_loss: 11.766418, elapsed time: 33.959597 seconds
Training: [593 / 6], d_loss: -356.185486, g_loss: 185.204407, elapsed time: 34.754392 seconds
Training: [593 / 7], d_loss: -356.203979, g_loss: 179.629333, elapsed time: 34.245252 seconds
Training: [593 / 8], d_loss: -362.835266, g_loss: 186.449249, elapsed time: 33.949162 seconds
Training: [593 / 9], d_loss: -354.148254, g_loss: 181.355743, elapsed time: 33.956563 seconds
Training: [593 / 10], d_loss: -190.751465, g_loss: 39.304005, elapsed time: 33.921579 seconds
Training: [593 / 11], d_loss: -234.281433, g_loss: 165.107803, elapsed time: 34.022367 seconds
Training: [593 / 12], d_loss: -236.402222, g_loss: 14.862227, elapsed time: 34.080786 seconds
Training: [593 / 13], d_loss: -354.796722, g_loss: 184.746292, elapsed time: 34.120881 seconds
EPOCH: 594
Training: [594 / 0], d_loss: -360.190674, g_loss: 185.309265, elapsed time: 34.183457 seconds
Training: [594 / 1], d_loss: -351.635223, g_loss: 177.337738, elapsed time: 34.079109 seconds
Training: [594 / 2], d_loss: -327.521790, g_loss: 181.108658, elapsed time: 34.197159 seconds
Training: [594 / 3], d_loss: -236.670074, g_loss: 182.066559, elapsed time: 34.087207 seconds
Training: [594 / 4], d_loss: -354.204346, g_loss: 185.435547, elapsed time: 34.238425 seconds
Training: [594 / 5], d_loss: -352.635956, g_loss: 179.099823, elapsed time: 34.053908 seconds
Training: [594 / 6], d_loss: -242.357956, g_loss: 182.348480, elapsed time: 33.935038 seconds
Training: [594 / 7], d_loss: -287.138519, g_loss: 173.123215, elapsed time: 34.160879 seconds
Training: [594 / 8], d_loss: -69.033226, g_loss: -11.736231, elapsed time: 33.978067 seconds
Training: [594 / 9], d_loss: -288.931274, g_loss: 174.934708, elapsed time: 34.176208 seconds
Training: [594 / 10], d_loss: -356.956238, g_loss: 185.263062, elapsed time: 34.357661 seconds
Training: [594 / 11], d_loss: -350.279541, g_loss: 180.505432, elapsed time: 34.219181 seconds
Training: [594 / 12], d_loss: -351.526611, g_loss: 180.794006, elapsed time: 34.327372 seconds
Training: [594 / 13], d_loss: -154.587570, g_loss: 163.170776, elapsed time: 34.109591 seconds
EPOCH: 595
Training: [595 / 0], d_loss: -198.108932, g_loss: 31.125490, elapsed time: 34.070422 seconds
Training: [595 / 1], d_loss: -317.141296, g_loss: 181.442108, elapsed time: 34.104375 seconds
Training: [595 / 2], d_loss: -359.670593, g_loss: 184.635513, elapsed time: 34.097231 seconds
Training: [595 / 3], d_loss: -354.273376, g_loss: 181.654938, elapsed time: 34.179570 seconds
Training: [595 / 4], d_loss: -345.194336, g_loss: 181.747528, elapsed time: 34.100907 seconds
Training: [595 / 5], d_loss: -349.223816, g_loss: 178.370636, elapsed time: 34.101844 seconds
Training: [595 / 6], d_loss: -350.658691, g_loss: 180.117386, elapsed time: 34.243856 seconds
Training: [595 / 7], d_loss: -194.243652, g_loss: 164.492371, elapsed time: 33.927751 seconds
Training: [595 / 8], d_loss: -115.752686, g_loss: 138.274078, elapsed time: 34.033440 seconds
Training: [595 / 9], d_loss: -197.083954, g_loss: 173.754822, elapsed time: 33.974314 seconds
Training: [595 / 10], d_loss: -345.442383, g_loss: 181.904785, elapsed time: 33.971129 seconds
Training: [595 / 11], d_loss: -358.716248, g_loss: 185.524551, elapsed time: 34.018540 seconds
Training: [595 / 12], d_loss: -339.942932, g_loss: 175.258881, elapsed time: 34.059941 seconds
Training: [595 / 13], d_loss: -343.948517, g_loss: 178.011230, elapsed time: 34.094191 seconds
EPOCH: 596
Training: [596 / 0], d_loss: -321.210083, g_loss: 180.521637, elapsed time: 34.027544 seconds
Training: [596 / 1], d_loss: -162.927872, g_loss: -35.881653, elapsed time: 34.080529 seconds
Training: [596 / 2], d_loss: -214.125183, g_loss: -60.509834, elapsed time: 34.088289 seconds
Training: [596 / 3], d_loss: -342.975769, g_loss: 186.596939, elapsed time: 33.999948 seconds
Training: [596 / 4], d_loss: -362.527557, g_loss: 185.561066, elapsed time: 34.025399 seconds
Training: [596 / 5], d_loss: -352.285645, g_loss: 182.335220, elapsed time: 34.062150 seconds
Training: [596 / 6], d_loss: -348.769318, g_loss: 182.611664, elapsed time: 33.929786 seconds
Training: [596 / 7], d_loss: -21.769623, g_loss: 27.991133, elapsed time: 33.996421 seconds
Training: [596 / 8], d_loss: -167.836624, g_loss: -35.710667, elapsed time: 34.000072 seconds
Training: [596 / 9], d_loss: -146.062485, g_loss: -77.019669, elapsed time: 34.044977 seconds
Training: [596 / 10], d_loss: -100.285782, g_loss: 170.581787, elapsed time: 33.979922 seconds
Training: [596 / 11], d_loss: -364.025635, g_loss: 188.962357, elapsed time: 34.081742 seconds
Training: [596 / 12], d_loss: -366.676636, g_loss: 187.705505, elapsed time: 33.919954 seconds
Training: [596 / 13], d_loss: -358.335938, g_loss: 183.056915, elapsed time: 34.137884 seconds
EPOCH: 597
Training: [597 / 0], d_loss: -318.438171, g_loss: 176.645538, elapsed time: 34.272625 seconds
Training: [597 / 1], d_loss: -201.237930, g_loss: -94.079178, elapsed time: 34.085546 seconds
Training: [597 / 2], d_loss: -165.955475, g_loss: 170.827362, elapsed time: 34.057912 seconds
Training: [597 / 3], d_loss: -346.021759, g_loss: 186.076370, elapsed time: 34.234233 seconds
Training: [597 / 4], d_loss: -365.728882, g_loss: 188.692993, elapsed time: 34.053810 seconds
Training: [597 / 5], d_loss: -362.066589, g_loss: 183.374084, elapsed time: 33.929716 seconds
Training: [597 / 6], d_loss: -324.101685, g_loss: 180.268356, elapsed time: 34.044513 seconds
Training: [597 / 7], d_loss: -100.768913, g_loss: 112.240341, elapsed time: 34.067045 seconds
Training: [597 / 8], d_loss: -290.146118, g_loss: 169.640305, elapsed time: 34.077943 seconds
Training: [597 / 9], d_loss: -351.490997, g_loss: 180.496857, elapsed time: 34.150690 seconds
Training: [597 / 10], d_loss: -142.697571, g_loss: 146.329498, elapsed time: 34.137279 seconds
Training: [597 / 11], d_loss: -244.028503, g_loss: 73.621475, elapsed time: 34.129060 seconds
Training: [597 / 12], d_loss: -337.325623, g_loss: 183.476700, elapsed time: 34.135884 seconds
Training: [597 / 13], d_loss: -362.833008, g_loss: 187.291748, elapsed time: 34.220319 seconds
EPOCH: 598
Training: [598 / 0], d_loss: -359.219849, g_loss: 181.693024, elapsed time: 34.247906 seconds
Training: [598 / 1], d_loss: -355.563538, g_loss: 183.352524, elapsed time: 34.223362 seconds
Training: [598 / 2], d_loss: -293.183319, g_loss: 182.212585, elapsed time: 34.265610 seconds
Training: [598 / 3], d_loss: -231.090240, g_loss: 43.674805, elapsed time: 34.175279 seconds
Training: [598 / 4], d_loss: -122.656395, g_loss: 176.216492, elapsed time: 34.245842 seconds
Training: [598 / 5], d_loss: -302.986694, g_loss: 163.429474, elapsed time: 34.189885 seconds
Training: [598 / 6], d_loss: -355.062347, g_loss: 183.937164, elapsed time: 34.491132 seconds
Training: [598 / 7], d_loss: -352.976044, g_loss: 177.935669, elapsed time: 34.208514 seconds
Training: [598 / 8], d_loss: -325.079987, g_loss: 181.111115, elapsed time: 34.264945 seconds
Training: [598 / 9], d_loss: -256.092682, g_loss: 48.103874, elapsed time: 34.218899 seconds
Training: [598 / 10], d_loss: -353.199463, g_loss: 185.099762, elapsed time: 34.269357 seconds
Training: [598 / 11], d_loss: -354.826935, g_loss: 180.484604, elapsed time: 34.598735 seconds
Training: [598 / 12], d_loss: -358.456116, g_loss: 183.188034, elapsed time: 34.455594 seconds
Training: [598 / 13], d_loss: -347.454681, g_loss: 183.398239, elapsed time: 34.174071 seconds
EPOCH: 599
Training: [599 / 0], d_loss: -358.166077, g_loss: 185.226135, elapsed time: 34.272727 seconds
Training: [599 / 1], d_loss: -294.863586, g_loss: -77.258247, elapsed time: 34.177031 seconds
Training: [599 / 2], d_loss: -238.752701, g_loss: 164.945816, elapsed time: 34.038820 seconds
Training: [599 / 3], d_loss: -264.162018, g_loss: 124.351288, elapsed time: 34.081582 seconds
